meanmodel_sse,meanmodel_mse,meanmodel_median,modmeanmodel_sse,modmeanmodel_mse,modmeanmodel_median,zeromodel_sse,zeromodel_mse,zeromodel_median,linregmodel_sse,linregmodel_mse,linregmodel_median,incrmodel_sse,incrmodel_mse,incrmodel_median,sse_diffs_to_meanmodel,mse_diffs_to_meanmodel,sse_diffs_to_modmeanmodel,mse_diffs_to_modmeanmodel,sse_diffs_to_zeromodel,mse_diffs_to_zeromodel,sse_diffs_to_linregmodel,mse_diffs_to_linregmodel
678.852157943067,0.5568926644323765,0.0009182736455463729,669.9072543617997,0.5495547615765379,0.0,644.0,0.5283018867924528,0.0,1071.8662376217985,0.8792996206905648,0.006866536328796394,643.7569270777001,0.5281024832466776,0.00012973357869249932,35.09523086536694,0.02879018118569887,26.150327284099603,0.021452278329860297,0.24307292229991617,0.0001994035457751897,428.10931054409843,0.35119713744388714
304.86868686868684,0.25705622838843745,0.0009182736455463729,297.89990817263543,0.2511803610224582,0.0,302.0,0.25463743676222594,0.0,640.3829253131232,0.5399518763179791,0.005784508908545688,281.27232464298316,0.23716047609020502,0.0001895886593134367,23.596362225703672,0.019895752298232428,16.62758352965227,0.014019884932253202,20.727675357016835,0.017476960672020925,359.11060067014006,0.3027914002277741
295.6887052341598,0.2413785348850284,0.0009182736455463729,288.9494949494949,0.23587713873428157,0.0,281.0,0.22938775510204082,0.0,573.8422376602073,0.4684426429879243,0.0056764755730686345,297.9513372461106,0.2432255814253964,0.0017916933504827071,-2.2626320119508136,-0.0018470465403680192,-9.001842296615678,-0.007348442691114843,-16.951337246110597,-0.01383782632335559,275.8909004140967,0.2252170615625279
270.1010101010101,0.2245228679143891,0.0009182736455463729,263.8852157943067,0.2193559566037462,0.0,264.0,0.2194513715710723,0.0,524.8171110728241,0.4362569501852237,0.005073466268696941,249.06279464424577,0.2070347420151669,3.639436268305844e-5,21.038215456764334,0.017488125899222218,14.822421150060933,0.012321214588579321,14.93720535575423,0.012416629555905417,275.75431642857836,0.2292222081700568
205.78696051423324,0.1722066615181868,0.0009182736455463729,198.8696051423324,0.16641807961701457,0.0,186.0,0.15564853556485356,0.0,493.1522571536071,0.4126797130992528,0.004139527975940862,197.6645771745558,0.1654096880121806,4.0791568414683645e-5,8.122383339677441,0.006796973506006221,1.2050279677766014,0.0010083916048339858,-11.664577174555802,-0.009761152447327032,295.4876799790513,0.2472700250870722
204.53810835629017,0.1660211918476381,0.0009182736455463729,196.3792470156107,0.15939873946072297,0.0,192.0,0.15584415584415584,0.0,409.07722037398366,0.3320431983555062,0.003600093891871773,201.4253227389005,0.16349458014521143,1.780278110517755e-5,3.112785617389676,0.0025266117024266843,-5.046075723289789,-0.004095840684488455,-9.42532273890049,-0.007650424301055586,207.65189763508317,0.1685486182102948
279.46280991735534,0.22573732626603824,0.0009182736455463729,273.0964187327824,0.22059484550305525,0.0,264.0,0.21324717285945072,0.0,529.8562028392378,0.42799370180875423,0.0033067832375418024,242.91452426315112,0.19621528615763417,6.214292356831107e-6,36.54828565420422,0.029522040108404063,30.18189446963129,0.024379559345421076,21.085475736848878,0.017031886701816545,286.94167857608664,0.23177841565112006
417.9770431588612,0.33626471694196397,0.0009182736455463729,404.9605142332414,0.3257928513541765,0.0,417.0,0.335478680611424,0.0,752.2936648049624,0.6052241872928097,0.0032686767630477503,364.82094080232275,0.29350035462777374,3.8770648624527484e-5,53.15610235653844,0.04276436231419023,40.13957343091863,0.032292496726402775,52.17905919767725,0.041978325983650255,387.47272400263967,0.31172383266503595
216.67401285583105,0.17403535169143056,0.0009182736455463729,207.91276400367312,0.16699820401901455,0.0,218.0,0.1751004016064257,0.0,529.4108680672795,0.42522961290544536,0.003293695726616595,216.20286897590006,0.17365692287220888,8.806003076578417e-6,0.4711438799309917,0.0003784288192216767,-8.290104972226942,-0.006658718853194329,1.79713102409994,0.0014434787342168243,313.2079990913794,0.25157269003323646
218.20293847566575,0.17740076298834614,0.0009182736455463729,211.0964187327824,0.17162310466079872,0.0,207.0,0.16829268292682928,0.0,524.2481141226328,0.4262179789614901,0.0030880157857271838,206.90511421502543,0.1682155400122158,2.2933383133528478e-6,11.297824260640311,0.009185222976130336,4.191304517756976,0.0034075646485829114,0.09488578497456501,7.714291461347056e-5,317.3429999076074,0.2580024389492743
